school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_math,traveltime_math,studytime_math,failures_math,schoolsup_math,famsup_math,paid_math,activities_math,nursery,higher_math,internet,romantic_math,famrel_math,freetime_math,goout_math,Dalc_math,Walc_math,health_math,absences_math,G1_math,G2_math,G3_math,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,grade_avg,alcohol_avg,abuse_alcohol,success
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,11,14,14,mother,1,1,0,no,no,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,13.0,1.5,False,True
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0,7,9,8,mother,1,3,0,yes,yes,no,no,yes,no,5,3,5,1,1,3,2,12,13,13,8.0,1.0,False,False
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5,mother,1,1,0,yes,yes,no,yes,yes,no,4,5,5,5,5,4,12,9,9,8,6.333333333333333,5.0,True,False
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,17,17,father,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,16.666666666666668,1.0,False,True
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14,mother,1,1,0,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,13,12,12.333333333333334,1.0,False,True
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26,7,6,6,mother,2,2,0,yes,yes,no,no,yes,no,4,3,5,1,1,2,16,11,10,10,6.333333333333333,1.0,False,False
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,mother,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,1,1,0,16,16,16,17.333333333333332,1.0,False,True
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,11,11,father,1,4,0,yes,no,no,no,yes,no,4,3,3,1,1,4,10,10,10,10,10.666666666666666,1.0,False,True
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8,mother,1,4,0,yes,yes,no,no,yes,no,5,1,2,1,1,3,4,10,10,10,7.666666666666667,1.0,False,False
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,13,14,14,17.333333333333332,1.0,False,True
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18,mother,1,2,0,no,no,no,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,17.333333333333332,1.0,False,True
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13,father,4,4,0,no,yes,no,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,12.0,4.0,True,True
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,14,15,16,mother,1,3,0,no,yes,no,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,15.0,1.0,False,True
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,18,19,19,mother,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,4,4,13,14,14,18.666666666666668,1.0,False,True
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0,7,10,10,father,1,3,0,yes,yes,no,yes,yes,no,4,1,2,1,1,2,4,11,11,11,9.0,1.0,False,False
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,10,13,13,mother,1,2,1,yes,no,no,yes,yes,no,3,1,2,1,1,5,12,8,10,10,12.0,1.0,False,True
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,19,19,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,18,17,18,18.666666666666668,1.0,False,True
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,9,9,9,mother,1,2,0,no,no,no,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,9.0,1.0,False,False
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,6,16,14,14,15.333333333333334,1.5,False,True
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,16,9,9,8,15.333333333333334,1.5,False,True
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,11,13,14,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,4,16,15,16,12.666666666666666,1.0,False,True
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,14,13,father,2,1,0,no,no,no,yes,yes,no,5,4,2,1,1,5,6,14,14,15,13.333333333333334,1.0,False,True
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,8,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,14,12,11,11,8.0,2.5,False,False
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,14,13,13,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,2,14,13,14,13.333333333333334,1.5,False,True
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15,mother,1,2,0,no,no,no,no,yes,no,3,2,3,1,2,1,0,14,14,14,15.333333333333334,1.5,False,True
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,father,1,4,0,no,yes,no,yes,yes,no,5,5,4,1,2,5,6,14,13,13,15.0,1.5,False,True
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13,father,2,2,0,no,yes,no,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,13.0,1.5,False,True
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13,mother,1,1,0,no,yes,no,yes,yes,no,3,4,4,1,4,5,4,12,13,13,12.666666666666666,2.5,False,True
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8,mother,1,2,0,no,no,no,no,yes,yes,5,4,4,1,1,5,0,12,11,11,7.666666666666667,1.0,False,False
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,13,13,12,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,2,9,9,9,12.666666666666666,2.5,False,True
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11,mother,1,2,0,yes,no,no,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,9.333333333333334,1.0,False,False
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,7,8,9,other,1,2,2,no,yes,no,no,no,no,3,4,2,1,1,5,0,9,10,11,8.0,1.0,False,False
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,2,5,4,8,14,14,15,18.0,3.5,True,True
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0,father,2,3,0,no,yes,no,no,yes,yes,4,2,2,2,2,5,0,10,11,12,4.0,2.0,False,False
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,mother,3,1,0,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,2.6666666666666665,1.5,False,False
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,2,13,12,12,11.666666666666666,2.0,False,True
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,father,1,1,0,no,no,no,no,yes,no,3,2,1,1,4,5,12,15,13,14,11.333333333333334,2.5,False,True
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,mother,4,2,0,no,yes,no,no,yes,yes,5,3,3,1,1,5,2,12,11,11,3.0,1.0,False,False
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,3.6666666666666665,1.0,False,False
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,2,10,9,10,3.3333333333333335,3.0,False,False
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,other,2,1,0,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,1.3333333333333333,1.0,False,False
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,mother,1,2,2,no,no,no,no,yes,yes,4,4,4,1,3,5,0,10,10,10,12.666666666666666,2.0,False,True
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,mother,2,1,0,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,14,14,15.666666666666666,1.0,False,True
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,6,9,11,11,5.333333333333333,1.0,False,False
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,father,2,1,0,no,yes,no,yes,yes,no,2,3,3,2,2,2,4,12,11,11,9.0,2.0,False,False
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,mother,1,3,0,no,yes,no,yes,yes,no,4,2,2,1,1,5,2,13,13,13,10.333333333333334,1.0,False,True
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,mother,1,1,0,no,no,no,no,yes,no,3,4,4,3,3,1,4,10,11,11,13.666666666666666,3.0,False,True
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,0,9,9,10,1.6666666666666667,1.5,False,False
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,mother,1,1,0,no,yes,no,no,yes,no,5,4,5,1,2,5,22,9,7,6,1.6666666666666667,1.5,False,False
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,father,1,2,0,no,yes,no,no,yes,no,4,4,2,1,2,5,0,12,12,12,10.0,1.5,False,True
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,father,1,2,1,no,yes,no,no,yes,no,3,3,2,1,1,3,2,11,11,11,4.333333333333333,1.0,False,False
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,3,2,1,1,5,6,13,12,13,10.666666666666666,1.0,False,True
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,father,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,2,5,6,16,14,14,4.333333333333333,1.5,False,False
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,mother,1,1,0,no,yes,no,no,no,yes,3,3,2,2,1,5,16,9,9,8,4.333333333333333,1.5,False,False
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,mother,4,1,0,no,no,no,no,yes,no,4,5,5,2,5,5,0,12,11,11,9.0,3.5,True,False
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,mother,1,1,2,no,no,no,no,no,yes,2,3,5,2,5,4,0,11,9,0,3.6666666666666665,3.5,True,False
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,mother,1,1,1,no,no,no,yes,yes,yes,4,4,4,3,5,5,6,9,10,10,13.0,4.0,True,True
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,other,2,3,0,no,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,10.0,2.5,False,True
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,mother,1,1,0,no,yes,no,no,no,yes,4,5,4,1,1,4,6,11,9,11,1.6666666666666667,1.0,False,False
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,13,13,13,11.333333333333334,1.0,False,True
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,mother,1,2,0,yes,no,yes,yes,yes,no,4,4,4,1,1,1,0,7,8,8,9.0,1.0,False,False
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,mother,1,1,3,no,no,no,no,yes,no,2,2,2,3,3,5,14,9,8,10,13.666666666666666,3.0,False,True
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,11,10,11,9.0,3.0,False,False
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,4,12,10,11,15.666666666666666,1.5,False,True
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,father,1,2,1,no,yes,no,no,yes,yes,4,5,5,4,4,5,0,10,10,1,11.333333333333334,4.0,True,True
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,mother,2,1,1,no,no,yes,yes,no,yes,3,3,2,2,2,5,8,8,8,9,4.333333333333333,2.0,False,False
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,mother,4,2,0,no,no,no,yes,no,yes,5,3,5,1,5,5,0,8,8,8,6.666666666666667,3.0,False,False
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,father,1,2,0,no,no,no,no,no,no,4,3,5,2,4,4,0,9,10,11,10.0,3.0,False,True
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,father,1,2,0,no,no,no,no,yes,yes,4,2,3,1,1,3,0,17,17,18,15.0,1.0,False,True
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,mother,1,2,0,no,yes,no,no,yes,no,5,1,5,1,1,4,0,12,12,13,4.333333333333333,1.0,False,False
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,mother,1,2,0,no,yes,no,no,yes,yes,4,4,2,1,1,3,0,16,16,17,14.0,1.0,False,True
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,father,3,1,1,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,3.6666666666666665,3.0,False,False
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,mother,2,2,0,no,yes,no,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,14.666666666666666,1.0,False,True
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,1,3,5,0,11,9,10,11.333333333333334,2.0,False,True
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,mother,1,2,0,no,no,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,5.0,1.0,False,False
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,mother,2,2,0,no,yes,no,yes,yes,no,4,4,5,1,1,4,0,14,14,15,10.0,1.0,False,True
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,mother,2,2,0,no,no,no,yes,yes,no,4,4,4,4,4,4,0,10,11,11,9.333333333333334,4.0,True,False
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,mother,2,2,0,no,no,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,12.333333333333334,2.5,False,True
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,5.666666666666667,2.5,False,False
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,9.0,3.5,True,False
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,mother,1,2,0,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,10.333333333333334,1.0,False,True
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,8.333333333333334,2.5,False,False
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,13,14,14,12.333333333333334,1.5,False,True
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,mother,1,2,0,no,no,no,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,12.333333333333334,1.5,False,True
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,17,18,17,16.666666666666668,2.5,False,True
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,8.666666666666666,2.5,False,False
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,mother,1,2,0,no,yes,no,no,yes,no,1,2,2,1,2,1,8,14,15,16,12.333333333333334,1.5,False,True
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,11.666666666666666,2.5,False,True
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,mother,1,1,0,no,yes,no,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,11.333333333333334,1.5,False,True
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,mother,1,2,0,no,no,no,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,15.0,1.5,False,True
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,10,12,13,14,8.0,2.0,False,False
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,6,9,9,10,9.0,3.0,False,False
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,mother,1,2,0,no,no,no,no,yes,no,4,3,3,1,1,2,6,12,12,13,12.0,1.0,False,True
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,12,11,12,8.333333333333334,1.0,False,False
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,other,2,2,0,no,no,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,7.666666666666667,4.5,True,False
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,0,11,10,10,9.0,3.5,True,False
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,12,12,13.666666666666666,1.0,False,True
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,14.666666666666666,1.0,False,True
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,13,13,14,16.0,1.5,False,True
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,father,3,1,0,no,yes,no,yes,yes,no,3,3,4,3,5,3,16,10,11,12,9.333333333333334,4.0,True,False
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,30,14,15,16,18.0,2.5,False,True
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,5,2,1,2,3,0,11,10,11,9.333333333333334,1.5,False,False
